id,title,brand,model,year,price,mileage,fuel_type,transmission,owners,origin,car_type,seats,condition,location,post_time,crawl_time,weight,load_capacity
116140612,"VF3 TRẢ TRƯỚC 45TR, KHÔNG CẦN CHỨNG MINH THU NHẬP",VinFast,VF3,2025,299000000,,Điện,Tự động,,Việt Nam,SUV / Cross over,4,Mới,"Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",Đăng 2 tháng trước,2025-05-18 13:56:50,,
121429491,Suzuki Ciaz 2018 tư nhân 1 chủ chạy 81.000 km,Suzuki,Ciaz,2018,310000000,81000,Xăng,Tự động,1,Thái Lan,Sedan,5,Đã sử dụng,"Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",Đăng 8 phút trước,2025-05-18 13:56:52,> 1 tấn,> 2 tấn
123267030,Chevrolet Spark 2010 LT 0.8 MT - 150000 km,Chevrolet,Spark,2010,48000000,150000,Xăng,Số sàn,,Việt Nam,Hatchback,5,Đã sử dụng,"Xã Hoàng Kim, Huyện Mê Linh, Hà Nội",Đăng 11 phút trước,2025-05-18 13:56:54,> 1 tấn,> 2 tấn
124384738,Ford Focus 2013 1.6 MT - 110000 km,Ford,Focus,2013,205000000,110000,Xăng,Số sàn,1,Việt Nam,Sedan,5,Đã sử dụng,"Phường Linh Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-05-18 13:56:55,> 1 tấn,> 2 tấn
123858083,Mitsubishi Xpander AT 2019 đăng ký 2020,Mitsubishi,Xpander,2019,445000000,50800,Xăng,Tự động,1,Nước khác,Minivan (MPV),5,Đã sử dụng,"Phường 9, Quận 8, Tp Hồ Chí Minh",Đăng 2 tháng trước,2025-05-18 13:56:57,> 1 tấn,> 2 tấn
124372114,Toyota Fortuner 2017 2.7V 4x4 AT - 35000 km,Toyota,Fortuner,2017,709000000,35000,Xăng,Tự động,1,Đang cập nhật,SUV / Cross over,7,Đã sử dụng,"Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",Đăng 5 phút trước,2025-05-18 13:56:58,> 1 tấn,> 2 tấn
124891811,Kia Carens 2016 số sàn  2.0 bản đủ - 110000 km,Kia,Carens,2016,275000000,110000,Xăng,Số sàn,,Việt Nam,Minivan (MPV),5,Đã sử dụng,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 2 phút trước,2025-05-18 13:57:00,> 1 tấn,> 2 tấn
124356570,Toyota Corolla Cross 2023 1.8HV - 18000 km,Toyota,Corolla Cross,2023,806000000,18000,Động cơ Hybrid,Tự động,,Thái Lan,--,5,Đã sử dụng,"Phường 5, Quận 11, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-05-18 13:57:01,> 1 tấn,> 2 tấn
123919480,"WILDTRAK 2.2 4x2 2014 BẢO HÀNH 1 NĂM ,CHUẨN 7VẠN",Ford,Ranger,2014,398000000,76000,Dầu,Tự động,,Thái Lan,--,,Đã sử dụng,"Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",Đăng 2 tháng trước,2025-05-18 13:57:03,> 1 tấn,> 2 tấn
122271990,Mazda 6 2017 2.0 AT - 69000 km,Mazda,6,2017,448000000,69000,Xăng,Tự động,,Việt Nam,Sedan,5,Đã sử dụng,"Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",Đăng 3 phút trước,2025-05-18 13:57:04,> 1 tấn,> 2 tấn
125064961,Kia Sorento 2022 - Chính chủ - chỉ bán người dùng,Kia,Sorento,2022,898000000,60000,Dầu,Tự động,,Việt Nam,--,,Đã sử dụng,"Phường Định Công, Quận Hoàng Mai, Hà Nội",Đăng 4 phút trước,2025-05-18 13:57:05,> 1 tấn,> 2 tấn
124898236,Hãng Ford bán EcoSport Titan 2016 đã test full pk,Ford,EcoSport,2016,352000000,77000,Xăng,Tự động,,Việt Nam,SUV / Cross over,5,Đã sử dụng,"Phường 3, Quận 3, Tp Hồ Chí Minh",Đăng 1 phút trước,2025-05-18 13:57:07,> 1 tấn,> 2 tấn
124830808,Mazda 3 2018 FL 6V chuẩn - Thươn Lượng Mạnh,Mazda,3,2018,425000000,60000,Xăng,Tự động,1,Việt Nam,--,5,Đã sử dụng,"Phường Bến Thành, Quận 1, Tp Hồ Chí Minh",Đăng 10 ngày trước,2025-05-18 13:57:11,> 1 tấn,> 2 tấn
125036807,bán xe Morning nhập 2012 bản Sport full kịch,Kia,Morning,2012,250000000,90000,Xăng,Tự động,,Hàn Quốc,--,,Đã sử dụng,"Phường Kênh Dương, Quận Lê Chân, Hải Phòng",Đăng 17 phút trước,2025-05-18 13:57:13,> 1 tấn,> 2 tấn
125064516,Daewoo Matiz 2006 0.8 AT - 123456 km,Daewoo,Matiz,2006,105000000,123456,Xăng,Tự động,,Đang cập nhật,Hatchback,5,Đã sử dụng,"Phường 5, Quận Phú Nhuận, Tp Hồ Chí Minh",Đăng 24 phút trước,2025-05-18 13:57:14,> 1 tấn,> 2 tấn
122220748,Hyundai SantaFe 2017 2.4 AT 4WD 2 cầu bản full,Hyundai,Santa Fe,2017,635000000,136000,Xăng,Tự động,1,Việt Nam,SUV / Cross over,7,Đã sử dụng,"Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",Đăng 23 phút trước,2025-05-18 13:57:16,> 1 tấn,> 2 tấn
124792119,CHÍNH CHỦ BÁN: Ford Ranger RAPTOR 2023 Còn như mới,Ford,Ranger,2023,1150000000,30000,Dầu,Tự động,1,Thái Lan,Pick-up (bán tải),5,Đã sử dụng,"Phường 10, Quận 6, Tp Hồ Chí Minh",Đăng 12 ngày trước,2025-05-18 13:57:17,> 1 tấn,> 2 tấn
89003235,New Seltos 2025 - Ưu đãi giảm giá thêm + Bảo hiểm,Kia,Seltos,2025,574000000,,Xăng,Tự động,,Việt Nam,SUV / Cross over,5,Mới,"Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",Đăng 2 tháng trước,2025-05-18 13:57:19,,
124867738,"FORD RANGER WIlDTRK 2.0L 4x4 SX 2022 phom mới, 49.",Ford,Ranger,2022,810000000,49000,Dầu,Bán tự động,1,Thái Lan,--,5,Đã sử dụng,"Phường 13, Quận 4, Tp Hồ Chí Minh",Đăng 8 ngày trước,2025-05-18 13:57:20,> 1 tấn,> 2 tấn
123801108,INNOVA 2.0E 2020-1 chủ- Trả trước 205 triệu,Toyota,Innova,2020,518000000,99000,Xăng,Số sàn,1,Việt Nam,Minivan (MPV),8,Đã sử dụng,"Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh",Đăng 2 tháng trước,2025-05-18 13:57:22,> 1 tấn,> 2 tấn
124441997,I10 siêu đẹp siêu chất,Hyundai,Grand i10,2016,279000000,69000,Xăng,Tự động,,Nước khác,Hatchback,5,Đã sử dụng,"Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Đăng 1 tháng trước,2025-05-18 13:57:23,> 1 tấn,> 2 tấn
121722327,"VF5, hỗ trợ trả góp, không cần chứng minh thu nhập",VinFast,VF5,2025,521000000,,Điện,Tự động,,Việt Nam,Hatchback,5,Mới,"Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-05-18 13:57:24,,
124928885,Hyundai Grand i10 2018 1.2 tự động 1 chủ từ mới,Hyundai,Grand i10,2018,298000000,101685,Xăng,Tự động,,Việt Nam,Hatchback,5,Đã sử dụng,"Phường Quảng An, Quận Tây Hồ, Hà Nội",Đăng 15 phút trước,2025-05-18 13:57:26,> 1 tấn,> 2 tấn
125046360,Ford Everest 2009 Limited 4x2 - 159 km,Ford,Everest,2009,278000000,159,Dầu,Tự động,,Việt Nam,SUV / Cross over,7,Đã sử dụng,"Phường Thới An, Quận 12, Tp Hồ Chí Minh",Đăng 1 ngày trước,2025-05-18 13:57:26,> 1 tấn,> 2 tấn
124704054,Mercedes Benz GLS400 4Matic  Model 2017,Mercedes Benz,GLS Class,2016,1499000000,68000,Xăng,Tự động,1,Đức,SUV / Cross over,7,Đã sử dụng,"Phường 4, Quận 8, Tp Hồ Chí Minh",Đăng 21 phút trước,2025-05-18 13:57:28,> 1 tấn,> 2 tấn
119954825,Mercedes Benz E 200. Exclusive 2022- siêu cọp,Mercedes Benz,E Class,2022,1739000000,30000,Xăng,Tự động,1,Việt Nam,Sedan,5,Đã sử dụng,"Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",Đăng 16 phút trước,2025-05-18 13:57:29,> 1 tấn,> 2 tấn
122950187,Toyota Fortuner 2017 2.7V 4x2 - Toyota Tân Cảng,Toyota,Fortuner,2017,682000000,69300,Xăng,Tự động,1,Nước khác,SUV / Cross over,7,Đã sử dụng,"Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",Đăng 22 phút trước,2025-05-18 13:57:30,> 1 tấn,> 2 tấn
124953335,Toyota Innova 2019 2.0E - 80700 km,Toyota,Innova,2019,515000000,80700,Xăng,Số sàn,1,Việt Nam,Minivan (MPV),8,Đã sử dụng,"Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",Đăng 24 phút trước,2025-05-18 13:57:32,> 1 tấn,> 2 tấn
123267030,Chevrolet Spark 2010 LT 0.8 MT - 150000 km,Chevrolet,Spark,2010,48000000,150000,Xăng,Số sàn,,Việt Nam,Hatchback,5,Đã sử dụng,"Xã Hoàng Kim, Huyện Mê Linh, Hà Nội",Đăng 12 phút trước,2025-05-18 13:57:33,> 1 tấn,> 2 tấn
124959648,Toyota Innova J 2010 - 160000 km,Toyota,Innova,2010,165000000,160000,Xăng,Số sàn,,Việt Nam,Minivan (MPV),8,Đã sử dụng,"Thị trấn D'Ran, Huyện Đơn Dương, Lâm Đồng",Đăng 25 phút trước,2025-05-18 13:57:34,> 1 tấn,> 2 tấn
125023593,Mercedes E200 2021 - Xe còn rất mới như xe lướt,Mercedes Benz,EQE SUV,2021,1650000000,45000,Xăng,Tự động,1,Đức,Sedan,,Đã sử dụng,"Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",Đăng 2 ngày trước,2025-05-18 13:57:35,> 1 tấn,> 2 tấn
124984782,Nissan Terra 2018 - 118000 km,Nissan,Terra,2018,540000000,118000,Dầu,Số sàn,1,Thái Lan,Sedan,7,Đã sử dụng,"Phường 11, Thành phố Đà Lạt, Lâm Đồng",Đăng 3 ngày trước,2025-05-18 13:57:36,> 1 tấn,> 2 tấn
123696830,Vinfast VF5 Plus 2023- Đỏ - 2v6km - Mua pin - BSTP,VinFast,VF5 Plus,2023,469000000,26000,Điện,Tự động,1,Đang cập nhật,SUV / Cross over,5,Đã sử dụng,"Phường An Khánh (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 2 tháng trước,2025-05-18 13:57:37,> 1 tấn,> 2 tấn
124948518,"Hyundai Accent 2021 1.4 AT Đặc Biệt - 1 chủ, 37K",Hyundai,Accent,2021,455000000,37000,Xăng,Tự động,,Việt Nam,Sedan,5,Đã sử dụng,"Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 13 phút trước,2025-05-18 13:57:39,> 1 tấn,> 2 tấn
124804245,Suzuki Celerio 2019 nhập Thái Lan,Suzuki,Celerio,2019,210000000,80000,Xăng,Số sàn,,Thái Lan,Sedan,5,Đã sử dụng,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Đăng 25 phút trước,2025-05-18 13:57:41,> 1 tấn,> 2 tấn
123907152,Kia Seltos 2022 Premium 1.6 AT tặng thuế trước bạ,Kia,Seltos,2021,589000000,22000,Xăng,Tự động,1,Hàn Quốc,SUV / Cross over,5,Đã sử dụng,"Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh",Đăng 2 tháng trước,2025-05-18 13:57:42,> 1 tấn,> 2 tấn
121627875,"INNOVA 2.0E 2019 BẢO HÀNH 1 NĂM ,ZIN 100% VAY 65%",Toyota,Innova,2019,458000000,96000,Xăng,Số sàn,,Đang cập nhật,Minivan (MPV),8,Đã sử dụng,"Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",Đăng 3 tháng trước,2025-05-18 13:57:44,> 1 tấn,> 2 tấn
124994903,Kia Sorento 2021 2.2D Signature AWD (7 chỗ) -,Kia,Sorento,2021,750000000,65000,Dầu,Tự động,,Việt Nam,SUV / Cross over,7,Đã sử dụng,"Phường Phước Trung, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",Đăng 3 ngày trước,2025-05-18 13:57:48,> 1 tấn,> 2 tấn
125064269,Daewoo Lacetti 2010 CDX 1.6 AT - 162683 km,Daewoo,Lacetti,2010,175000000,162683,Xăng,Tự động,1,Hàn Quốc,Mui trần,5,Đã sử dụng,"Xã An Phước, Huyện Long Thành, Đồng Nai",Đăng 37 phút trước,2025-05-18 13:57:50,> 1 tấn,> 2 tấn
125064383,Chevrolet Vivant 2008 CDX 2.0 MT - 999999 km,Chevrolet,Vivant,2008,117000000,999999,Xăng,Số sàn,,Việt Nam,SUV / Cross over,7,Đã sử dụng,"Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh",Đăng 31 phút trước,2025-05-18 13:57:51,> 1 tấn,> 2 tấn
124475548,Chevrolet Colorado 2017 LTZ 2.8 AT 4WD,Chevrolet,Colorado,2017,445000000,80000,Dầu,Tự động,1,Thái Lan,Pick-up (bán tải),5,Đã sử dụng,"Quận 12, Tp Hồ Chí Minh",Đăng 32 phút trước,2025-05-18 13:57:53,> 1 tấn,> 2 tấn
124977410,FORTUNER 2.7V 2013 - Xe đẹp- Rất giữ gìn- CÒN GIẢM,Toyota,Fortuner,2013,430000000,88000,Xăng,Tự động,1,Việt Nam,SUV / Cross over,7,Đã sử dụng,"Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh",Đăng 31 phút trước,2025-05-18 13:57:55,> 1 tấn,> 2 tấn
125064285,Chevrolet Colorado 2017 LTZ 4X4,Chevrolet,Colorado,2017,435000000,99000,Xăng,Tự động,1,Mỹ,Pick-up (bán tải),5,Đã sử dụng,"Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",Đăng 36 phút trước,2025-05-18 13:57:56,> 1 tấn,> 2 tấn
124963371,Vinfast Fadil Base 2021 - Màu trắng - 2v9km - BSTP,VinFast,Fadil,2021,328000000,29000,Xăng,Tự động,1,Việt Nam,Hatchback,5,Đã sử dụng,"Phường An Khánh (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 4 ngày trước,2025-05-18 13:57:58,> 1 tấn,> 2 tấn
124895952,VinFast Fadil 2021 Tiêu chuẩn - 60000 km,VinFast,Fadil,2021,305000000,60000,Xăng,Tự động,,Việt Nam,Hatchback,5,Đã sử dụng,"Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",Đăng 7 ngày trước,2025-05-18 13:57:59,> 1 tấn,> 2 tấn
124574480,Mercedes Benz GLC300 4MATIC 2019 - 85000 km,Mercedes Benz,GLC,2018,1150000000,85000,Xăng,Tự động,1,Nước khác,SUV / Cross over,5,Đã sử dụng,"Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",Đăng 32 phút trước,2025-05-18 13:58:00,> 1 tấn,> 2 tấn
124446708,Hãng Ford bán Everest 2024 Titan 1cầu siu lướt 99%,Ford,Everest,2024,1285000000,6500,Dầu,Tự động,1,Thái Lan,SUV / Cross over,7,Đã sử dụng,"Phường 3, Quận 3, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-05-18 13:58:02,> 1 tấn,> 2 tấn
123087530,Porsche Panamera 2009  - 98000 km,Porsche,Panamera,2009,1100000000,98000,Xăng,Tự động,,Đang cập nhật,--,,Đã sử dụng,"Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",Đăng 3 tháng trước,2025-05-18 13:58:03,> 1 tấn,> 2 tấn
125006375,🚘 Peugeot 3008 2023 GT - Odo: 27.000 km💨,Peugeot,3008,2023,875000000,27000,Xăng,Tự động,1,Việt Nam,SUV / Cross over,5,Đã sử dụng,"Phường Thạnh Mỹ Lợi (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 3 ngày trước,2025-05-18 13:58:05,> 1 tấn,> 2 tấn
124638482,Kia Rondo 2016 lăn bánh 2017 2.0 GAT - 92200 km,Kia,Rondo,2016,363000000,92200,Xăng,Tự động,1,Việt Nam,Minivan (MPV),7,Đã sử dụng,"Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 20 ngày trước,2025-05-18 13:58:06,> 1 tấn,> 2 tấn
124499664,Ford Tourneo Limousine 2.0 AT D-Car Model 2020,Ford,Tourneo,2019,699000000,40000,Xăng,Tự động,1,Việt Nam,Minivan (MPV),7,Đã sử dụng,"Phường 4, Quận 8, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-05-18 13:58:07,> 1 tấn,> 2 tấn
123300800,Ford Fiesta 2011 1.6 AT Sedan - 100000 km,Ford,Fiesta,2011,188000000,100000,Xăng,Tự động,,Việt Nam,Sedan,5,Đã sử dụng,"Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh",Đăng 2 tháng trước,2025-05-18 13:58:09,> 1 tấn,> 2 tấn
120660777,Mercedes C200 Exclusive Model 2021 Bao Bank 70-90%,Mercedes Benz,C Class,2020,1068000000,33000,Xăng,Tự động,1,Việt Nam,Sedan,5,Đã sử dụng,"Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",Đăng 2 tháng trước,2025-05-18 13:58:10,> 1 tấn,> 2 tấn
123600029,xe Civic 2.0 2008 1 chủ siêu chất full đồ,Honda,Civic,2008,185000000,90000,Xăng,Tự động,,Việt Nam,Sedan,5,Đã sử dụng,"Phường Kênh Dương, Quận Lê Chân, Hải Phòng",Đăng 33 phút trước,2025-05-18 13:58:11,> 1 tấn,> 2 tấn
124756528,Siêu phẩm Ranger 2024 XLS 2.0 4X4 AT - 1700 km,Ford,Ranger,2024,715000000,1700,Dầu,Tự động,1,Việt Nam,Pick-up (bán tải),5,Đã sử dụng,"Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",Đăng 13 ngày trước,2025-05-18 13:58:13,> 1 tấn,> 2 tấn
123669835,Ford Explorer 2019 2.3L Ecoboost - 81000 km,Ford,Explorer,2019,1150000000,81000,Xăng,Tự động,,Mỹ,SUV / Cross over,2,Đã sử dụng,"Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",Đăng 26 phút trước,2025-05-18 13:58:14,> 1 tấn,> 2 tấn
125064330,Toyota Innova 2019 2.0E - 82576 km,Toyota,Innova,2019,500000000,82576,Xăng,Số sàn,1,Việt Nam,Minivan (MPV),8,Đã sử dụng,"Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",Đăng 34 phút trước,2025-05-18 13:58:15,> 1 tấn,> 2 tấn
124681741,Jaguar XE 2015 Portfolio - 80000 km,Jaguar,XE,2015,636000000,80000,Xăng,Tự động,1,Đức,Sedan,5,Đã sử dụng,"Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",Đăng 41 phút trước,2025-05-18 13:58:20,> 1 tấn,> 2 tấn
125064046,Kia Morning 2007 AT nhập Hàn Quốc,Kia,Morning,2007,149000000,90000,Xăng,Tự động,,Đang cập nhật,Hatchback,5,Đã sử dụng,"Xã Qưới Sơn, Huyện Châu Thành, Bến Tre",Đăng 1 giờ trước,2025-05-18 13:58:21,> 1 tấn,> 2 tấn
124776090,"COLORADO 2017, LT 2.5L 4x2 MT xe còn rất mới và ca",Chevrolet,Colorado,2017,296000000,85000,Dầu,Số sàn,1,Thái Lan,Pick-up (bán tải),5,Đã sử dụng,"Phường Linh Xuân (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 12 ngày trước,2025-05-18 13:58:22,> 1 tấn,> 2 tấn
123826754,"Hyundai Elantra 2021 2.0 GLS - 20,700 km Đẹp Kengg",Hyundai,Elantra,2021,515000000,20700,Xăng,Tự động,1,Việt Nam,Sedan,5,Đã sử dụng,"Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",Đăng 2 tháng trước,2025-05-18 13:58:23,> 1 tấn,> 2 tấn
124610803,Mercedes C200 Exclusive 2020 ZIN 100% BANK 70%,Mercedes Benz,C Class,2020,999000000,36000,Xăng,Tự động,1,Việt Nam,Sedan,5,Đã sử dụng,"Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",Đăng 21 ngày trước,2025-05-18 13:58:25,> 1 tấn,> 2 tấn
124824923,Toyota Fortuner 2017 2.7V 4x2 - 1 Chủ - Máy Xăng,Toyota,Fortuner,2017,690000000,77500,Xăng,Tự động,1,Nước khác,SUV / Cross over,7,Đã sử dụng,"Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",Đăng 38 phút trước,2025-05-18 13:58:27,> 1 tấn,> 2 tấn
124813412,Chevrolet Colorado 2018 High Country 2.8L,Chevrolet,Colorado,2018,459000000,80000,Dầu,Tự động,1,Thái Lan,Pick-up (bán tải),5,Đã sử dụng,"Quận 12, Tp Hồ Chí Minh",Đăng 1 giờ trước,2025-05-18 13:58:29,> 1 tấn,> 2 tấn
125064243,Toyota Camry 2.5 G đời cuối 2014,Toyota,Camry,2014,480000000,68000,Xăng,Tự động,,Việt Nam,Sedan,5,Đã sử dụng,"Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",Đăng 38 phút trước,2025-05-18 13:58:30,> 1 tấn,> 2 tấn
120595338,Fortuner 2019 Dầu AT 69000 km xe gia đình dùng,Toyota,Fortuner,2019,829000000,69000,Dầu,Tự động,1,Việt Nam,SUV / Cross over,7,Đã sử dụng,"Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 15 ngày trước,2025-05-18 13:58:31,> 1 tấn,> 2 tấn
124307398,YARIS 1.3G 2016 - Odo 7v- Đúng 1 chủ,Toyota,Yaris,2016,405000000,7800,Xăng,Tự động,1,Nước khác,Hatchback,5,Đã sử dụng,"Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-05-18 13:58:33,> 1 tấn,> 2 tấn
124989964,Honda City RS Model 2025 - Siu Lướt 200km,Honda,City,2024,565000000,200,Xăng,Tự động,1,Việt Nam,Sedan,5,Đã sử dụng,"Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",Đăng 3 ngày trước,2025-05-18 13:58:34,> 1 tấn,> 2 tấn
122360177,"VF3,còn suất THUÊ PIN (900k/tháng); có sẵn cục sạc",VinFast,VF3,2025,234000000,,Điện,Tự động,,Việt Nam,--,4,Mới,"Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",Đăng 2 tháng trước,2025-05-18 13:58:36,,
122638936,Lexus LS 1993 Tôi không rõ - 50000 km,Lexus,LS,1993,90000000,50000,Xăng,Tự động,1,Nhật Bản,Sedan,4,Đã sử dụng,"Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-05-18 13:58:37,> 1 tấn,> 2 tấn
