id,title,brand,model,year,price,mileage,fuel_type,transmission,owners,origin,car_type,seats,condition,location,post_time,crawl_time,weight,load_capacity
124686170,Toyota Corolla Cross 2022 1.8V - 39000 km,Toyota,Corolla Cross,2022,719000000,39000,Xăng,Tự động,1,Việt Nam,--,,Đã sử dụng,"Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",Đăng 11 phút trước,2025-05-18 14:08:14,> 1 tấn,> 2 tấn
124977298,"VinFast VFe34, biển TPHCM, một chủ, còn RẤT MỚI",VinFast,VFe34,2022,468000000,27300,Điện,Tự động,1,Việt Nam,SUV / Cross over,5,Đã sử dụng,"Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",Đăng 4 ngày trước,2025-05-18 14:08:15,> 1 tấn,> 2 tấn
124879351,Kia Sorento 2WD DATH full dầu 9 vạn km full đồ,Kia,Sorento,2015,485000000,90000,Dầu,Tự động,,Việt Nam,SUV / Cross over,5,Đã sử dụng,"Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Đăng 8 ngày trước,2025-05-18 14:08:17,> 1 tấn,> 2 tấn
123112251,Toyota Veloz Cross 2022 CVT - xe nhập đi gia đình,Toyota,Veloz Cross,2022,539000000,98000,Xăng,Tự động,,Nước khác,Minivan (MPV),7,Đã sử dụng,"Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 9 phút trước,2025-05-18 14:08:18,> 1 tấn,> 2 tấn
122609543,✅ VINFAST VF5 KÈM PIN  90 TRIỆU NHẬN XE ĐỦ MÀU SẴN,VinFast,VF5,2025,489000000,,Điện,Tự động,,Việt Nam,SUV / Cross over,5,Mới,"Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 23 ngày trước,2025-05-18 14:08:19,,
124372114,Toyota Fortuner 2017 2.7V 4x4 AT - 35000 km,Toyota,Fortuner,2017,709000000,35000,Xăng,Tự động,1,Đang cập nhật,SUV / Cross over,7,Đã sử dụng,"Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",Đăng 16 phút trước,2025-05-18 14:08:21,> 1 tấn,> 2 tấn
124214309,Mercedes_GLC300_4Matic Model 2024 Bao Bank 90%,Mercedes Benz,GLC,2024,2398000000,6789,Xăng,Tự động,1,Việt Nam,SUV / Cross over,5,Đã sử dụng,"Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-05-18 14:08:22,> 1 tấn,> 2 tấn
124985239,Kia Morning 2020 GT-Line - 75000 km,Kia,Morning,2020,320000000,75000,Xăng,Tự động,1,Việt Nam,Hatchback,5,Đã sử dụng,"Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh",Đăng 3 ngày trước,2025-05-18 14:08:23,> 1 tấn,> 2 tấn
125018917,Veloz Cross 2023 CVT Top - 22000 km Siêu lướt 🏎️,Toyota,Veloz Cross,2023,575000000,22000,Xăng,Tự động,1,Nước khác,--,,Đã sử dụng,"Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 2 ngày trước,2025-05-18 14:08:24,> 1 tấn,> 2 tấn
124891811,Kia Carens 2016 số sàn  2.0 bản đủ - 110000 km,Kia,Carens,2016,275000000,110000,Xăng,Số sàn,,Việt Nam,Minivan (MPV),5,Đã sử dụng,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 14 phút trước,2025-05-18 14:08:26,> 1 tấn,> 2 tấn
124914009,Kia Picanto 2013 - 130000 km,Kia,Picanto,2013,168000000,130000,Xăng,Số sàn,1,Việt Nam,Hatchback,5,Đã sử dụng,"Xã Mỹ Thạnh An, Thành phố Bến Tre, Bến Tre",Đăng 6 ngày trước,2025-05-18 14:08:27,> 1 tấn,> 2 tấn
124964705,Toyota Camry 2021 2.0G - 48000 km,Toyota,Camry,2021,845000000,48000,Xăng,Tự động,1,Thái Lan,Sedan,5,Đã sử dụng,"Phường Linh Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 4 ngày trước,2025-05-18 14:08:29,> 1 tấn,> 2 tấn
122271990,Mazda 6 2017 2.0 AT - 69000 km,Mazda,6,2017,448000000,69000,Xăng,Tự động,,Việt Nam,Sedan,5,Đã sử dụng,"Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",Đăng 14 phút trước,2025-05-18 14:08:31,> 1 tấn,> 2 tấn
125064961,Kia Sorento 2022 - Chính chủ - chỉ bán người dùng,Kia,Sorento,2022,898000000,60000,Dầu,Tự động,,Việt Nam,--,,Đã sử dụng,"Phường Định Công, Quận Hoàng Mai, Hà Nội",Đăng 17 phút trước,2025-05-18 14:08:32,> 1 tấn,> 2 tấn
124898236,Hãng Ford bán EcoSport Titan 2016 đã test full pk,Ford,EcoSport,2016,352000000,77000,Xăng,Tự động,,Việt Nam,SUV / Cross over,5,Đã sử dụng,"Phường 3, Quận 3, Tp Hồ Chí Minh",Đăng 13 phút trước,2025-05-18 14:08:33,> 1 tấn,> 2 tấn
